Unnamed: 0,CustomerID,Churn,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,"Tenure_(0, 12)","Tenure_(12, 24)","Tenure_(24, 48)","Tenure_(48, 60)","Tenure_(60, 72)",PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
3029,53030,0,3,15,3.0,4,4,3,0,19,1,2,8,187.14,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3030,53031,0,1,12,4.0,4,2,9,0,17,1,2,5,188.47,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3031,53032,0,1,22,4.0,5,2,2,1,15,2,4,10,240.1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3032,53033,0,1,14,3.0,4,2,3,1,15,3,5,11,196.43,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3033,53034,0,3,17,3.0,5,4,3,1,15,1,2,8,207.68,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
3034,53035,0,1,12,4.0,4,4,2,0,14,1,2,14,205.95,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3035,53036,0,1,33,3.0,4,2,3,0,13,2,2,3,154.04,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
3036,53037,0,1,13,4.0,5,4,8,1,16,2,2,3,185.32,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3037,53038,0,3,11,3.0,4,3,5,0,20,1,2,1,154.76,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3038,53039,0,1,30,3.0,4,2,4,0,15,1,2,1,284.92,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3039,53040,0,3,9,4.0,4,3,3,0,15,2,2,3,171.49,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3040,53041,0,2,9,3.0,4,3,2,1,12,2,2,1,151.96,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3041,53042,0,1,9,4.0,4,4,3,0,14,1,2,8,148.7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3042,53043,0,3,36,4.0,4,3,5,0,22,1,3,1,250.04,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3043,53044,0,1,13,3.0,3,5,6,1,14,3,7,8,184.74,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3044,53045,0,3,32,3.0,4,3,9,1,13,2,3,3,172.36,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3045,53046,0,3,7,3.0,4,3,3,0,18,3,8,8,177.96,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3046,53047,0,1,9,4.0,5,2,5,0,24,1,2,1,192.81,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3047,53048,1,3,7,3.0,5,4,3,1,12,2,2,3,146.74,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3048,53049,0,3,7,3.0,4,2,6,0,16,2,2,1,191.53,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3049,53050,0,3,10,3.0,5,2,6,0,12,1,2,5,221.99,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3050,53051,0,1,7,3.0,4,3,4,0,12,2,2,3,192.55,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3051,53052,0,1,17,3.0,3,3,5,1,14,1,2,8,147.13,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
3052,53053,0,3,16,3.0,4,2,3,0,25,1,3,3,151.1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3053,53054,1,3,12,3.0,4,3,3,1,14,2,2,1,153.51,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3054,53055,0,1,17,4.0,4,5,8,0,21,2,2,4,159.52,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3055,53056,0,1,14,2.0,4,3,4,0,15,1,2,1,177.58,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3056,53057,1,3,11,3.0,4,4,3,0,19,8,8,8,218.55,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3057,53058,0,1,17,4.0,5,2,8,0,16,1,2,4,229.96,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3058,53059,1,3,29,4.0,5,3,4,1,13,2,2,1,188.8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3059,53060,0,1,16,3.0,5,4,2,1,17,2,3,3,151.57,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3060,53061,1,3,19,3.0,3,4,3,0,16,1,2,1,152.16,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3061,53062,0,1,30,3.0,4,2,11,0,17,2,2,3,147.01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3062,53063,0,1,16,4.0,5,4,11,0,20,2,2,1,190.4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3063,53064,0,1,7,3.0,4,4,3,0,12,1,2,5,163.16,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3064,53065,0,3,16,4.0,4,2,3,0,17,2,2,8,177.53,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3065,53066,0,1,14,3.0,5,3,10,0,25,2,2,1,170.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
3066,53067,0,3,21,3.0,4,2,6,0,12,1,2,8,174.36,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3067,53068,0,1,9,4.0,4,3,6,0,14,2,3,3,150.43,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
3068,53069,1,3,26,4.0,3,2,10,1,14,2,2,5,178.04,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3069,53070,0,1,9,4.0,4,2,4,1,14,1,2,3,291.59,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3070,53071,0,3,17,4.0,4,3,3,1,13,1,2,4,167.6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
3071,53072,0,3,9,4.0,4,4,3,0,19,2,2,1,149.76,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3072,53073,1,1,10,4.0,4,5,2,0,23,1,2,5,156.02,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3073,53074,0,1,18,3.0,4,4,3,0,14,2,2,3,147.44,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3074,53075,0,3,9,4.0,5,3,3,0,14,10,10,1,200.96,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3075,53076,1,1,11,3.0,4,2,20,1,24,2,2,1,147.85,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3076,53077,0,1,21,4.0,4,5,3,0,13,4,13,18,155.34,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
3077,53078,0,3,9,3.0,4,4,9,0,13,1,2,4,182.15,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
3078,53079,0,1,7,4.0,4,5,5,0,17,2,2,3,150.76,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
3079,53080,0,1,17,3.0,4,4,4,1,13,1,2,2,166.97,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3080,53081,0,1,19,3.0,5,4,3,0,12,2,4,10,268.36,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
3081,53082,0,1,9,4.0,5,3,8,0,23,2,2,1,159.48,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3082,53083,0,1,12,3.0,4,5,6,0,16,2,2,3,319.06,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
3083,53084,0,3,11,4.0,4,3,11,0,16,2,2,3,190.38,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3084,53085,0,1,14,3.0,4,5,3,0,13,4,4,13,168.06,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3085,53086,0,1,28,4.0,4,2,9,0,21,1,2,3,147.58,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3086,53087,0,1,15,4.0,4,3,6,1,15,1,2,3,170.22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
3087,53088,0,3,11,3.0,5,2,3,1,12,1,2,4,169.87,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
3088,53089,0,1,32,4.0,4,3,5,1,16,4,11,8,169.49,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3089,53090,0,1,7,4.0,5,5,3,0,13,1,4,3,147.18,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
3090,53091,0,1,7,3.0,4,3,3,1,16,1,2,7,316.97,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3091,53092,0,3,13,3.0,3,5,11,0,12,3,10,8,257.12,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
3092,53093,0,3,19,3.0,4,3,2,0,12,4,5,5,190.77,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3093,53094,0,3,7,3.0,3,5,3,0,17,2,2,8,208.92,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
3094,53095,0,1,24,4.0,4,5,3,0,13,1,2,9,170.58,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3095,53096,1,1,10,4.0,4,5,7,0,14,2,2,3,165.31,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3096,53097,0,1,10,3.0,5,3,4,1,15,1,2,5,204.69,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3097,53098,0,1,17,4.0,4,2,5,0,22,2,2,3,151.54,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
3098,53099,0,1,11,2.0,4,2,4,0,14,1,2,5,290.55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
3099,53100,0,1,36,4.0,4,3,4,0,12,2,2,3,170.56,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
3100,53101,0,1,9,3.0,6,2,4,0,21,1,2,3,185.91,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
3101,53102,0,1,14,3.0,4,5,7,0,17,1,12,11,320.66,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
3102,53103,0,1,25,3.0,4,3,4,0,15,1,2,9,173.1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3103,53104,0,1,35,3.0,5,2,2,0,12,1,2,5,170.23,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3104,53105,1,3,7,4.0,4,4,3,1,17,2,2,5,157.02,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3105,53106,1,3,13,3.0,6,3,2,0,17,2,2,1,148.51,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
3106,53107,0,1,9,3.0,4,2,3,1,24,2,2,1,142.02,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
3107,53108,0,3,9,4.0,4,3,2,0,14,1,2,13,305.41,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
3108,53109,0,1,30,3.0,4,2,3,0,23,2,2,3,153.86,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
3109,53110,0,1,10,3.0,4,2,6,0,16,1,2,5,145.97,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
3110,53111,0,1,10,4.0,5,3,3,0,19,2,2,8,244.35,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3111,53112,1,1,32,4.0,5,4,7,0,17,1,2,2,150.46,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3112,53113,1,2,9,3.0,5,2,3,0,13,2,2,1,150.64,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3113,53114,0,3,29,4.0,4,5,2,0,12,3,8,9,209.12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
3114,53115,0,3,36,3.0,5,2,5,0,13,2,2,1,266.18,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
3115,53116,0,1,36,3.0,5,3,2,0,18,12,16,8,295.46,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
3116,53117,0,1,9,3.0,4,2,2,0,15,6,7,8,150.64,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3117,53118,0,3,35,4.0,5,5,6,0,20,14,14,7,227.66,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
3118,53119,0,1,9,4.0,4,2,7,0,14,1,2,5,175.7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3119,53120,0,1,9,3.0,4,3,8,0,16,1,2,2,303.61,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
3120,53121,0,1,29,3.0,6,3,2,0,16,3,5,4,167.3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3121,53122,0,1,15,3.0,4,3,9,0,12,2,2,1,162.8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
3122,53123,0,1,9,4.0,5,3,5,0,13,6,6,8,152.68,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
3123,53124,0,3,17,4.0,5,2,4,1,20,2,2,4,215.71,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
3124,53125,0,1,16,3.0,4,4,3,0,26,2,2,9,231.48,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3125,53126,1,1,22,3.0,4,3,9,1,13,2,8,8,261.1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3126,53127,1,1,17,3.0,6,2,9,0,14,1,2,4,159.08,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3127,53128,0,3,14,3.0,4,4,2,0,15,2,2,3,154.83,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3128,53129,0,1,23,4.0,4,3,6,1,13,1,2,1,201.32,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
3129,53130,1,1,27,4.0,4,3,5,0,13,2,2,3,223.24,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
3130,53131,1,2,30,3.0,4,5,11,1,16,2,2,2,224.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
3131,53132,0,1,12,4.0,4,3,6,0,18,3,3,1,145.93,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
3132,53133,0,3,17,3.0,4,2,3,0,15,2,10,8,224.8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3133,53134,1,1,11,3.0,5,3,7,0,17,2,2,3,163.94,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3134,53135,0,3,9,3.0,4,2,4,0,15,5,7,8,165.51,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3135,53136,0,3,25,3.0,4,4,5,0,16,1,8,8,293.35,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3136,53137,0,3,17,3.0,4,2,9,0,15,1,2,11,187.3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3137,53138,0,3,7,3.0,4,3,11,0,12,4,7,10,172.17,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3138,53139,0,1,13,4.0,4,3,9,0,16,5,8,14,257.37,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3139,53140,0,1,15,3.0,4,3,3,0,12,1,2,8,162.55,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
3140,53141,0,3,9,4.0,4,2,6,1,14,2,2,6,190.82,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3141,53142,0,1,31,3.0,4,5,3,1,22,5,6,9,199.06,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3142,53143,0,3,9,4.0,4,4,2,0,20,4,4,8,173.05,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3143,53144,1,2,24,3.0,4,3,2,1,12,1,2,1,152.41,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
3144,53145,0,1,26,3.0,4,2,6,0,13,1,2,3,167.62,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3145,53146,0,1,7,4.0,3,3,6,0,20,2,2,6,286.84,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3146,53147,0,3,14,3.0,5,2,11,0,22,2,2,2,240.57,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3147,53148,1,3,12,4.0,4,4,3,1,15,2,2,1,143.78,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3148,53149,0,3,35,3.0,6,5,5,0,16,2,2,2,234.32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
3149,53150,0,1,9,4.0,5,3,4,1,18,1,2,8,193.11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
3150,53151,0,3,36,3.0,4,3,7,0,13,2,2,1,168.06,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3151,53152,0,3,7,4.0,4,3,3,0,17,1,2,4,173.59,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3152,53153,0,3,28,4.0,3,2,3,0,13,6,6,8,178.37,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3153,53154,1,1,31,4.0,6,2,3,1,19,2,2,1,148.4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3154,53155,0,1,7,3.0,4,2,6,0,18,2,2,3,199.91,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3155,53156,0,1,25,3.0,4,3,7,0,12,2,2,4,230.27,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3156,53157,0,3,9,4.0,4,5,9,0,17,2,12,9,290.95,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
3157,53158,0,3,16,4.0,4,4,3,0,14,7,8,6,213.34,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3158,53159,0,1,13,4.0,4,5,5,1,13,3,7,10,180.77,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3159,53160,1,3,18,3.0,3,3,10,0,13,2,2,3,172.07,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3160,53161,0,3,31,3.0,4,2,2,0,14,1,3,2,149.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3161,53162,0,1,17,4.0,4,3,5,0,20,2,2,4,223.24,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3162,53163,0,1,7,4.0,4,4,8,0,13,4,5,4,189.47,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3163,53164,0,1,25,3.0,5,3,3,1,18,1,2,10,320.02,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3164,53165,0,1,30,3.0,3,2,3,1,12,1,2,5,152.25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3165,53166,0,3,35,4.0,4,4,3,0,21,2,2,5,187.72,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3166,53167,0,1,24,4.0,5,4,3,0,22,2,2,1,146.27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
3167,53168,0,2,10,3.0,4,4,3,0,18,7,11,8,307.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
3168,53169,0,3,20,3.0,4,3,3,0,12,2,2,7,145.96,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3169,53170,1,1,14,3.0,4,3,3,1,17,1,2,3,153.86,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
3170,53171,1,3,19,4.0,5,5,3,0,19,2,2,1,145.33,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
3171,53172,0,1,7,3.0,5,2,3,1,14,1,2,4,161.22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
3172,53173,1,3,20,3.0,4,5,4,0,18,1,2,3,167.33,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3173,53174,0,1,32,3.0,5,2,6,0,15,1,2,3,161.81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3174,53175,0,3,13,4.0,3,2,6,0,23,4,6,8,179.6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3175,53176,0,1,13,4.0,5,3,2,0,13,2,2,4,146.87,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3176,53177,0,3,9,4.0,4,3,6,1,12,1,2,3,221.02,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3177,53178,0,1,7,3.0,5,4,3,0,14,2,2,1,153.36,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3178,53179,0,1,9,3.0,4,2,3,0,14,3,3,3,165.89,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3179,53180,0,1,13,3.0,5,2,6,1,15,1,2,1,291.27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
3180,53181,0,1,7,3.0,4,5,5,0,18,2,2,1,151.19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3181,53182,0,1,16,4.0,4,3,5,1,14,3,5,8,181.79,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
